date,description,amount,category,account
2017-06-27 02,"PROMOD MUENCHENDE ",14.95,"unknown","default"
2017-06-28 00,"LIDLVERTRIEBSGMBH MÜNCHEN DE ",-20.38,"groceries","default"
2017-06-29 00,"ZAHLUNGPERBANKEINZUG ",2766.89,"unknown","default"
2017-06-30 00,"AUSLANDSEINSATZENTG.F.USD189.00 ",-3.14,"resto","default"
2017-06-30 01,"UNITEDAIR0162921595064HOUNSLOW GB 189;00USD 0;8968254 ",-169.50,"unknown","default"
2017-06-30 02,"UNITEDAIR0162354254063NETHERLANDSNL ",-953.07,"unknown","default"
2017-07-03 00,"ZenPanasia&SushibarMunchen DE ",-55.50,"unknown","default"
2017-07-03 01,"IHRHIT-MARKT MUENCHENDE ",-31.08,"groceries","default"
2017-07-03 02,"NETFLIX.COM 866-579-7172NL ",-9.99,"entertainment","default"
2017-07-03 03,"AUSLANDSEINSATZENTG.F.USD14.00 ",-0.23,"resto","default"
2017-07-03 04,"USCUSTOMSESTAAPPLPMT317-617-4458US 14;00USD 0;8957143 ",-12.54,"unknown","default"
2017-07-03 05,"A.R.E.A. 69671FR ",-14.50,"unknown","default"
2017-07-03 06,"COMMERZBANKATM MUENCHENDE ",-100.00,"cash","default"
2017-07-03 07,"UMBUCHUNGBARGELDABHEBUNG ",100.00,"cash","default"
2017-07-10 00,"LESTRESOMS ANNECYFR ",-963.90,"unknown","default"
2017-07-10 01,"TOTAL 4375657 69COLOMBIERSFR ",-43.42,"unknown","default"
2017-07-10 02,"A.R.E.A. 69671FR ",-12.10,"unknown","default"
2017-07-11 00,"TOMMESETBEAUFORT SEVRIERFR ",-12.93,"unknown","default"
2017-07-11 01,"GRANDHOTELPARC AIXLESBAINSFR ",-119.10,"unknown","default"
2017-07-11 02,"SPARDA-BANKMUENCHEN 38030SPARDADE ",-100.00,"unknown","default"
2017-07-11 03,"737EDEKAMTEGERNSLAMUENCHENDE ",-4.84,"unknown","default"
2017-07-11 04,"Helpling BerlinDE ",-56.70,"unknown","default"
2017-07-11 05,"UMBUCHUNGBARGELDABHEBUNG ",100.00,"cash","default"
2017-07-12 00,"EUROPCAR MONTIGNYLEBFR ",-377.36,"unknown","default"
2017-07-12 01,"Rossmann1033 MunchenDE ",-22.17,"unknown","default"
2017-07-12 02,"COMMERZBANKATM MUENCHENDE ",-100.00,"cash","default"
2017-07-12 03,"UMBUCHUNGBARGELDABHEBUNG ",100.00,"cash","default"
2017-07-14 00,"AUSLANDSEINSATZENTG.F.USD321.68 ",-5.34,"resto","default"
2017-07-14 01,"SIXTRENTACAR FTLAUDERDALEUS 321;68USD 0;8971027 ",-288.58,"unknown","default"
2017-07-14 02,"METRODEMADRID;S.A.2MADRID ES ",-18.20,"unknown","default"
2017-07-17 00,"CASAMARIA MADRIDES ",-31.90,"unknown","default"
2017-07-17 01,"PINKLETONYWINE MADRID ES ",-12.00,"unknown","default"
2017-07-17 02,"PINKLETONYWINE MADRID ES ",-9.00,"unknown","default"
2017-07-17 03,"ALCAL113 MADRID ES ",-17.00,"unknown","default"
2017-07-17 04,"VERAGALDEANO MADRID ES ",-14.15,"unknown","default"
2017-07-17 05,"DBBAHNAUTOMATEN München-FlughDE ",-12.60,"unknown","default"
2017-07-17 06,"ALCAL113 MADRID ES ",-16.50,"unknown","default"
2017-07-17 07,"CASAALBERTO MADRID ES ",-87.85,"unknown","default"
2017-07-17 08,"METRODEMADRID;S.A.2MADRID ES ",-3.00,"unknown","default"
2017-07-17 09,"METRODE MADRID;S.A.2 MADRID ES ",-3.40,"unknown","default"
2017-07-17 10,"METRODEMADRID;S.A.2MADRID ES ",-6.00,"unknown","default"
2017-07-17 11,"METRODEMADRID;S.A.2MADRID ES ",-3.80,"unknown","default"
2017-07-17 12,"MUSEODELPRADO MADRID ES ",-59.20,"unknown","default"
2017-07-17 13,"MUSEOCATEDRAL MADRID ES ",-12.00,"unknown","default"
2017-07-18 00,"H10PUERTADEALCALA MADRID ES ",-429.00,"unknown","default"
2017-07-18 01,"PARKHAUSFLUGHAFEN MUENCHENDE ",-10.00,"unknown","default"
2017-07-18 02,"729EDEKAM WEISSENBUR MUENCHEN DE ",-50.16,"unknown","default"
2017-07-24 00,"STADTSPARKASSEMUENCHENFL005 DE ",-100.00,"cash","default"
2017-07-24 01,"PROMOD MUENCHENDE ",-36.73,"unknown","default"
2017-07-24 02,"UMBUCHUNGBARGELDABHEBUNG ",100.00,"cash","default"
2017-07-26 00,"GOOGLE*GoogleMusic g.co/helppay£GB ",-9.99,"unknown","default"
2017-07-27 00,"DBBAHNAUTOMATEN München-FlughDE ",-6.60,"unknown","default"
2017-07-28 00,"AUSLANDSEINSATZENTG.F.USD22.26 ",-0.36,"resto","default"
2017-07-28 01,"SIXTRENT-ACARLLC SOUTHSANFRAUS 22;26USD 0;8755615 ",-19.49,"unknown","default"
2017-07-28 02,"MariaHilfApotheke MuenchenDE ",-15.90,"health","default"
2017-07-28 03,"NETTOSAGTDANKE8441 MUENCHEN DE ",-20.37,"groceries","default"
2017-07-31 00,"COMMERZBANKATM MUENCHENDE ",-200.00,"cash","default"
2017-07-31 01,"ZenPanasia&SushibarMunchen DE ",-36.50,"unknown","default"
2017-07-31 02,"NETFLIX.COM 866-579-7172NL ",-9.99,"entertainment","default"
2017-07-31 03,"ZAHLUNGPERBANKEINZUG ",5578.20,"unknown","default"
2017-07-31 04,"UMBUCHUNGBARGELDABHEBUNG ",200.00,"cash","default"
2017-08-01 00,"Helpling BerlinDE ",-56.70,"unknown","default"
2017-08-02 00,"LidlVertriebsGmbH&Co.Muenchen DE ",-43.46,"groceries","default"
2017-08-03 00,"LUFTHANSAAG2202385255462KOELN DE ",-498.91,"transport","default"
2017-08-03 01,"IHRHIT-MARKT MUENCHEN DE ",-18.97,"groceries","default"
2017-08-07 00,"MediaMarktTV-HiFi-ElektMuenchen DE ",-100.99,"electronic","default"
2017-08-07 01,"AmazonDEMarketplace800-279-6620LU ",-33.49,"electronic","default"
2017-08-07 02,"AmazonDEMarketplace800-279-6620LU ",-35.99,"electronic","default"
2017-08-07 03,"855EDEKAMICKSTATTSTMUENCHEN DE ",-29.70,"unknown","default"
2017-08-07 04,"NETTOSAGTDANKE8441MUENCHEN DE ",-24.45,"groceries","default"
2017-08-07 05,"REISEBANKFRANKFURTATM FRANKFURT DE ",-100.00,"cash","default"
2017-08-07 06,"UMBUCHUNGBARGELDABHEBUNG ",100.00,"cash","default"
2017-08-08 00,"COMMERZBANKATM MUENCHENDE ",-100.00,"cash","default"
2017-08-08 01,"UMBUCHUNGBARGELDABHEBUNG ",100.00,"cash","default"
2017-08-09 00,"LidlVertriebsGmbH&Co.Muenchen DE ",-14.02,"groceries","default"
2017-08-09 01,"DM-DrogerieMarkt MuenchenDE ",-21.45,"unknown","default"
2017-08-11 00,"739EDEKAMENTENBACHSMUENCHENDE ",-12.91,"unknown","default"
2017-08-14 00,"IHRHIT-MARKT MUENCHENDE ",-17.41,"groceries","default"
2017-08-14 01,"AlpenhotelKramerwirt MayrhofenAT ",-46.10,"unknown","default"
2017-08-14 02,"IHRHIT-MARKT MUENCHENDE ",-29.28,"groceries","default"
2017-08-15 00,"SportBrundlGesmbH2158MayrhofenAT ",-59.99,"unknown","default"
2017-08-15 01,"SporthotelRestMan MayrhofenAT ",-66.50,"unknown","default"
2017-08-15 02,"HypoTirolBankAG MayrhofenAT ",-150.00,"unknown","default"
2017-08-15 03,"UMBUCHUNGBARGELDABHEBUNG ",150.00,"cash","default"
2017-08-16 00,"Zillertaler GletscherbahnHintertux AT ",-24.00,"unknown","default"
2017-08-16 01,"HotelPramstraller MayrhofenAT ",-561.10,"unknown","default"
2017-08-17 00,"LUFTHANSAAG2202385746258KOELN DE ",-714.19,"transport","default"
2017-08-18 00,"IHRHIT-MARKT MUENCHENDE ",-98.75,"groceries","default"
2017-08-21 00,"ZenPanasia&SushibarMunchen DE ",-55.30,"unknown","default"
2017-08-22 00,"Helpling BerlinDE ",-56.70,"unknown","default"
2017-08-23 00,"LidlVertriebsGmbH&Co.Muenchen DE ",-30.61,"groceries","default"
2017-08-23 01,"ZenPanasia&SushibarMunchen DE ",-50.80,"unknown","default"
2017-08-25 00,"COMMERZBANKATM MUENCHENDE ",-100.00,"cash","default"
2017-08-25 01,"UMBUCHUNGBARGELDABHEBUNG ",100.00,"cash","default"
2017-08-25 02,"TransactGA1765 MuenchenDE ",-100.00,"unknown","default"
2017-08-25 03,"UMBUCHUNGBARGELDABHEBUNG ",100.00,"cash","default"
2017-08-28 00,"GOOGLE*GoogleMusic g.co/helppay£GB ",-9.99,"unknown","default"
2017-08-28 01,"LidlVertriebsGmbH&Co.Muenchen DE ",-19.90,"groceries","default"
2017-08-29 00,"MariaHilfApotheke MuenchenDE ",-23.85,"health","default"
2017-08-30 00,"ZAHLUNGPERBANKEINZUG ",2724.27,"unknown","default"
2017-08-31 00,"AUSLANDSEINSATZENTG.F.ILS500.00 ",-2.22,"resto","default"
2017-08-31 01,"AIRPORT-ARRIVLS-CUST TELAVIV IL 500;00ILS 0;2395200 ",-119.76,"unknown","default"
2017-08-31 02,"NETFLIX.COM 866-579-7172NL ",-9.99,"entertainment","default"
2017-08-31 03,"MCIBerlin3DS Berlin DE ",-298.00,"unknown","default"
2017-08-31 04,"UMBUCHUNGBARGELDABHEBUNG 500;00ILS 0;2395200 ",119.76,"cash","default"
2017-08-31 05,"895EDEKAMZEPPELINSTMUENCHEN DE ",-12.76,"unknown","default"
2017-09-04 00,"AUSLANDSEINSATZENTG.F.ILS64.00 ",-0.29,"resto","default"
2017-09-04 01,"GARDEN HAIFA IL 64;00ILS 0;2407813 ",-15.41,"unknown","default"
2017-09-04 02,"AUSLANDSEINSATZENTG.F.ILS68.00 ",-0.30,"resto","default"
2017-09-04 03,"facesRESTAURANTS HAIFA IL 68;00ILS 0;2407353 ",-16.37,"unknown","default"
2017-09-04 04,"AUSLANDSEINSATZENTG.F.ILS114.40 ",-0.51,"resto","default"
2017-09-04 05,"AUSLANDSEINSATZENTG.F.ILS170.00 ",-0.76,"resto","default"
2017-09-04 06,"PETOSH HAIFA IL 170;00ILS 0;2407647 ",-40.93,"unknown","default"
2017-09-04 07,"HAVANAPLUSLTD HAIFA IL 114;40ILS 0;2407343 ",-27.54,"unknown","default"
2017-09-04 08,"GloriaPalast COMTRADAGmbHDE ",-71.60,"unknown","default"
2017-09-04 09,"GloriaPalast COMTRADAGmbHDE ",-101.60,"unknown","default"
2017-09-04 10,"AUSLANDSEINSATZENTG.F.ILS120.00 ",-0.53,"resto","default"
2017-09-04 11,"737EDEKAMTEGERNSLA MUENCHEN DE ",-21.44,"unknown","default"
2017-09-04 12,"DM-DrogerieMarkt MuenchenDE ",-8.45,"unknown","default"
2017-09-04 13,"COMMERZBANKATM MUENCHENDE ",-100.00,"cash","default"
2017-09-04 14,"855EDEKA MICKSTATTST MUENCHEN DE ",-22.26,"unknown","default"
2017-09-04 15,"UMBUCHUNGBARGELDABHEBUNG ",100.00,"cash","default"
2017-09-05 00,"AUSLANDSEINSATZENTG.F.ILS144.00 ",-0.64,"resto","default"
2017-09-06 00,"TARABOSH HAIFA IL 110;00ILS 0;2413636 ",-26.55,"unknown","default"
2017-09-07 00,"AUSLANDSEINSATZENTG.F.ILS3792.69 ",-16.96,"resto","default"
2017-09-07 01,"KOLONYHAIFA HAIFA IL 3.792;69ILS 0;2416754 ",-916.60,"unknown","default"
2017-09-07 02,"HVB;AMCAMPEON112 NEUBIBERGDE ",-100.00,"cash","default"
2017-09-07 03,"UMBUCHUNGBARGELDABHEBUNG ",100.00,"cash","default"
2017-09-11 00,"IHRHIT-MARKT MUENCHENDE ",-64.77,"groceries","default"
2017-09-11 01,"MVGAUTOMATEN MUENCHENDE ",-18.20,"transport","default"
2017-09-12 00,"Helpling BerlinDE ",-56.70,"unknown","default"
2017-09-13 00,"www.hoeffner.de SchoenefeldDE ",-328.00,"unknown","default"
2017-09-14 00,"IHRHIT-MARKT MUENCHENDE ",-16.91,"groceries","default"
2017-09-14 01,"PIZZERIAMARCELLO MUENCHENDE ",-42.40,"unknown","default"
2017-09-14 02,"PIZZERIAMARCELLO MUENCHENDE ",-3.00,"unknown","default"
2017-09-18 00,"COMMERZBANKATM MUENCHENDE ",-150.00,"cash","default"
2017-09-18 01,"IHRHIT-MARKT MUENCHENDE ",-25.86,"groceries","default"
2017-09-18 02,"UMBUCHUNGBARGELDABHEBUNG ",150.00,"cash","default"
2017-09-19 00,"895EDEKAMZEPPELINSTMUENCHEN DE ",-12.90,"unknown","default"
2017-09-20 00,"LidlVertriebsGmbH&Co.Muenchen DE ",-32.47,"groceries","default"
